ID,post_date,post_title,post_status,post_id,address,bolig_desc,bolig_price,bolig_rooms,bolig_type,bolig_year_build,boligareal,city,energy_label,grundareal,latitude,longitude,post_code,database
34172,2024-08-05 21:13:42,Bolig 34172,publish,34172,Spangsbjerg Kirkevej 79,"Villa sælges i Højvangskvarteret

126m2 et-plansvilla, to originale 70’er badeværelser, nyt køkken-alrum og stue, bryggers, tre værelser, garage bruges til opbevaring, værksted mm, rig mulighed for parkering i forhaven, dejlig frodig overskuelig/lukket baghave. Ligger tilbagetrukket på grunden


Eventuelt interesseret i bytte med større hus i 6700",2100000,3,Villa,,126,Esbjerg,D,,55.48488062,8.45230517,6700,nov_dump1
34184,2024-08-06 01:18:38,Bolig 34184,publish,34184,"Nørreskov Bakke 11, 8600 Silkeborg","Sælger mit håndværker tilbud som mangler den sidste hånd på mesterværket. 
Jeg har båret den så langt jeg kunne men huset kræver nye kræfter til at forsætte hvad jeg har startet. 
Nogle af billederne er blot for illustration omkring hvordan det set ud, men er betydelig længere. 
Boligen skal opleves.
Der er udover de 130 m2 fuld klæder under huset på i alt. 99m2.
Total: 229m2


- Gulve
- div. Ting i hemsen
- kælder

---------

Boligen er ellers total renoveret og byder på.
- 130 m2
- Snedker køkken
- Loft til kip
- Stor hems (brugbar højde på 180 i midten) inkl. dbl. Veluxvindue.
- gulvvarme i hele huset
- nyt tag og vinduer
- genvex
- nyt badeværelse
- kæmpe køkken-alrum 
- new yorker vægge

Lokation nørreskov bakke

Jeg er klar på en hurtig handel og hurtig overtagelse ",1975000,4,Villa,1942,130,Silkeborg,B,860,56.19048826,9.5805296,8600,nov_dump1
34240,2024-08-07 21:19:46,Bolig 34240,publish,34240,"Skarresøvej 11, Astrup Mark, 8550 Ryomgård","Vores skønne landejendom i Ryomgård er til salg.
Billederne er taget af os selv på en sommerdag, hvor solen stod lige ind - derfor de er lidt mørke. 
Indtil vi får ejendomsmægler på inden længe, er det derfor et skuffesalg.
Vi håber, I vil dele, så vi forhåbentlig får det solgt snarest og dermed kan starte på et nyt kapitel ☺️????????

Lidt info om ejendommen:
Det er fra 2012.
Huset er 147 kvm.
Der er en lade/garage på ca. 97 kvm med indbygget multirum/jagtstue, som også indebærer et køkken, det er dog ikke gjort lovligt til beboelse.
Der hører 5,5 hektar jord med (en af dem er haven og resten består af mose og to marker)
Huset har 4 værelser. 
Der er skabe i alle rum til opbevaring.
Ca. 4 km. til indkøb/transport. 
Haven har grantræer, pære- og æbletræer samt der hører en lille sø med, som vi ikke har haft gjort noget ved. Kan ses på billedet uden for hegnet.",3295000,4,Landejendom,2012,147,Ryomgård,A,55000,56.35504689,10.5049402,8550,nov_dump1
34250,2024-08-08 21:55:53,Bolig 34250,publish,34250,"Avernakøvej 7, Skærbæk, 7000 Fredericia","Fantastisk udsigts villa. 
I Skærbæk midt i trekantsområdet. 
Villaen er velholdt og fremstår indflytningsklar. 
Der er to indgange, en til hver etage. 
Mulighederne i huset er mange. ",5295000,7,Villa,1968,172,Fredericia,B,1005,55.51412805,9.62987908,7000,nov_dump1
34252,2024-08-09 18:30:18,Bolig 34252,publish,34252,"Begonievej 6, 6705 Esbjerg Ø","Vi påtænker at sætte vores dejlige hus tilsalg , huset er gennemrenoveret  i 2011 , med bla nyt tag , nyt badeværelse og ny udestue , huset ligge på lukket vej med lukket have  , skriv for mere info og billeder 
",1750000,3,Villa,1962,96,Esbjerg Ø,D,640,55.4823546,8.48087203,6705,nov_dump1
34282,2024-08-10 19:00:38,Bolig 34282,publish,34282,"Charlottevej 10, 9280 Storvorde","*Gennem renoveret villa i Storvorde med stor garage og moderne have**

BUD MODTAGES

Drømmer du om et indflytningsklart hjem, hvor du kan nyde både moderne komfort og en skøn have? Så er denne 144 m² villa i Storvorde det perfekte valg for dig!

Boligen er nyrenoveret i en tidløs og moderne stil, hvor hver detalje er nøje udvalgt for at skabe et harmonisk og stilrent hjem. Her får du en rummelig planløsning, der både er funktionel og indbydende, med plads til både familieliv og gæster.

Den tilhørende garage på hele 40 m² giver dig masser af opbevaringsmuligheder samt plads til bilen. Derudover er der også et ekstra rum til hobbyværksted eller lignende.

Udenfor byder den nyanlagte have på en grøn oase, hvor du kan nyde de lange sommeraftener. Haven er indrettet med et flot drivhus, som er placeret på en charmerende træterrasse – det perfekte sted til både afslapning og havedyrkning.

Denne bolig er ideel for dem, der ønsker et moderne hjem i rolige omgivelser, men stadig tæt på alle hverdagens bekvemmeligheder. 

Kontakt os i dag for en fremvisning, og oplev denne perle i Storvorde!",2800000,4,Villa,1983,144,Storvorde,Ikke relevant,800,57.00366185,10.09477335,9280,nov_dump1
34305,2024-08-12 22:30:10,Bolig 34305,publish,34305,"Nordre Strandvej 15, Hansted, 8700 Horsens","Vi har valgt at sætte vores livsværk til salg. 
Det er en unik kombination af bolig og erhverv med et utal af muligheder. Egen sø og eng, lige midt i Nørre Strand området kun ca. 3 km fra centrum. 
Ældre murermester villa på 178m2  skøn beliggenhed med kig til Nørrestrand. Og med 350m2 erhverv der pt er lavet med kontor, 4 klinikker og 2 undervisningsrum. Fyrrum og 190 m2 lager/ værksted ligger på stor grund med skøn eng og egen sø, grunden er samlet på ca. 20.000 m2
Der er p plads i gården til ca. 10 biler. Fantastiske Nørrestrand som genbo, med mulighed for at nyde naturen med en kort gåtur, og kun ca. 3 km til centrum.
Ejendommen er løbende renoveret og indrettet til kursuscenter, klinik fællesskab med enestående beliggenhed. ",5500000,6,Landejendom,,500,Horsens,Ikke relevant,20000,55.8812848,9.84609587,8700,nov_dump1
34318,2024-08-12 22:53:09,Bolig 34318,publish,34318,"Elishøj 22, 8541 Skødstrup","Velkommen til Elishøj 22 – en privat og ugeneret perle i Skødstrup, hvor moderne opdateringer møder klassisk charme. På denne fredelige, lukkede vej finder du en ejendom, der er ideelt placeret tæt på skole, indkøb og offentlig transport – perfekt til familielivet. 

Huset er oprindeligt opført i 1976, men har de seneste 3 år gennemgået en omfattende modernisering. Forbedringerne omfatter et nyt funktionelt køkken, nye gulve, en ny brændeovn, et stilfuldt badeværelse og efterisolering, hvilket gør boligen både energieffektiv og indflytningsklar. Ejendommen strækker sig over 124 m² og byder på:
• Tre rummelige værelser
• Et totalrenoveret badeværelse fra KVIK med gulvvarme og armaturer fra Hans Gröhe, samt et totalrenoveret toilet.
• Et stort køkken-alrum med et nyt, funktionelt køkken fra JKE Design.

Taget er dækket af holdbare betontagsten, som i 2019 blev algebehandlet, malet og coatet for at forlænge levetiden markant. Loftsrummet er efterisoleret med 350 mm isolering, hvilket sikrer lavere varmeudgifter. Et genveks-anlæg og brændeovn fra Morsø supplerer el-radiatorerne samt luft-til-luft varmepumpen og sikrer et behageligt indeklima hele året rundt. Samtlige vinduer i bryggers, lille gang og det store badeværelse blev udskiftet i 2019. 

Den 1.209 m² store grund er smukt anlagt og byder på masser af plads til udendørs aktiviteter. Den store indkørsel fører til et rummeligt skur/garage, perfekt til opbevaring eller hobbyværksted. Terrassen, omgivet af privatlivets fred, nyder sol fra formiddag til sen aften, hvilket skaber de perfekte rammer for afslapning og familieliv. Elishøj 22 er en sjælden mulighed for at sikre sig en bolig, der forener komfort, stil og privatliv. Med sin centrale beliggenhed, omfattende moderniseringer og velovervejede energibesparende løsninger er denne ejendom ideel til familien, der ønsker en høj livskvalitet i Skødstrup. Kontakt os i dag for en fremvisning af denne unikke ejendom og oplev selv, hvad Elishøj 22 har at byde på.",3495000,3,Villa,1976,124,Skødstrup,D,1209,56.26995778,10.30429542,8541,nov_dump1
34323,2024-08-14 09:28:00,Bolig 34323,publish,34323,"Kærgade 41, 8940 Randers SV","Charmerende og Nyrenoveret Villa i Vorup 
Drømmer du om en indflytningsklar villa med en central beliggenhed og moderne komfort? Vi sælger vores nyrenoverede villa, beliggende i den gamle del af Vorup. Med 2 kilometer til Randers Centrum og Søndermarkskolen samt en kort 5 minutters gåtur til dagligvareindkøb, er der nem adgang til byens bekvemmeligheder.
Villaen er beliggende på en 545 kvm grund med en dejlig, lukket, og sydvendt have. Udendørsarealerne byder på to træterrasser, nyopført i hhv. 2023 og 2024, som indbyder til hyggelige sommeraftener og masser af sol.
Indenfor finder du 129 kvm boligareal fordelt over 2 plan, samt en rummelig kælder på 73 kvm. Hele boligen er gennemrenoveret i 2021 med stor sans for detaljer og kvalitetsmaterialer. Køkken-alrummet er ligeledes fra 2021 og udstyret med topmoderne kvalitetsmaskiner.
Gulvet er belagt med egetræsplanker, og gulvvarme i stueplan og på begge badeværelser. De to badeværelser, ligeledes renoveret i 2021, byder på moderne design og funktionalitet.
Med en separatkloakeret grund, ny el og VVS-installationer fra 2021, samt en skøn udestue på 28 kvm, som også er renoveret i 2021, er denne villa en fantastisk bolig, hvor alt det praktiske allerede er taget hånd om.",2495000,4,Villa,1956,130,Randers SV,D,550,56.44870548,10.03458704,8940,nov_dump1
34325,2024-08-14 20:16:11,Bolig 34325,publish,34325,"Skolebakken 5, Vrinners, 8420 Knebel","Se mere på danbolig.

https://danbolig.dk/bolig/syddjurs/8420/villa/0150000513-015/?utm_campaign=boligsiden&amp;utm_source=boligsiden.dk&amp;utm_medium=referral",1295000,3,Villa,1967,110,Knebel,E,1080,56.24034807,10.49474542,8420,nov_dump1
34345,2024-08-15 09:12:58,Bolig 34345,publish,34345,"Blegindvej 6, 8362 Hørning","Hørnings måske mest charmerende byhus er nu til salg. 

Huset har en fantastisk beliggenhed helt centralt i Hørning, tæt på banegården samt centerområdet, skole mv. Placeringen ved banegården betyder at det er muligt at nå Aarhus banegård på 15 minutter fra døren til huset bliver låst. Det er helt unikt at have denne mulighed. 

Huset er som skrevet et byhus med en fantastisk og ugeneret have, stort udhus som er isoleret og opvarmet og derfor kan benyttes til mange formål. Derudover er der et fint skur til haveredskaber, plæneklipper mv. 

Selve huset indeholder følgende i stueplan: 
Stor og rummelig entré med integrerede skabe samt plads til tøj og sko. Et badeværelse hvor der er etableret skydedøre, hvilket giver rigtig meget opbevaring. Et stort køkken som blev udskiftet i 2019 (hvor også gulvet i køkken og stue blev skiftet), til køkkenet følger en fin vitrine, som passer fint til stilen i køkkenet. Fra køkkenet er der adgang til den rummelig stue/spisestue i ét, hvor der er fin plads til både spisebord, sofaarrangement, fjernsyn osv. Derudover er der fra køkkenet adgang til 1. sal via en flot og lys trappe. 
Foruden førnævnte kan det nævnes at vinduerne i stueplan er skiftet i 2019 i samme omgang som renovering af køkken, stue mv. 

Foruden ovenstående har huset også en meget fin 1. sal, som indeholder:
Repos, et stort soveværelse med walk-in og rigtig god plads til tøj og opbevaring. På den anden side af repoet, findes 2 gode værelser, som begge er lyse og rummelige. 

Til sidst vil vi igen fremhæve husets have og terrassemiljø, som på trods af beliggenheden i byen er helt ugeneret og det er meget lidt støj der generelt kan høres. Haven er opdelt i flere områder, som giver mange muligheder for hyggelige stunder, herunder terrassemiljøet hvor der er sol hele dagen og hvor der er ro og fred, et område hvor der er plads til loungemiljø, en stor og fin græsplæne som indbyder til spil, leg og hygge, og som bliver brudt af bede og bålsted i bunden af haven. 

Alt i alt er der mulighed for at købe et fantastisk hus, som har alt hvad der er behov for i hverdagen og meget mere til!",2245000,4,Rækkehus,1900,101,Hørning,C,392,56.08183091,10.03919079,8362,nov_dump1
34353,2024-08-15 11:36:09,Bolig 34353,publish,34353,"Humlebøgen 21, 8620 Kjellerup","Rækkehus beliggende i Kjellerup i rolige omgivelser. 
Der er 2 værelser, stue, køkken, badeværelse og gang. 
Der tilhører carport til huset. 
Der er en dejlig lukket have og et lille redskabsrum.",745000,3,Rækkehus,1978,78,Kjellerup,Ikke relevant,78,56.2771013,9.45601768,8620,nov_dump1
34416,2024-08-16 19:35:45,Bolig 34416,publish,34416,"Snerlevej 63, 3000 Helsingør","Skuffesalg
Hus i Helsingør - jyllandskvarteret. 
1- plans hus i det populære Jyllandskvarter. 
Med en ideel beliggenhed, er dette hjem det perfekte til førstegangskøbere og familier.

Info:
Boligen er 162kvm
Opført: 1971 murstensvilla 
Tæt på skoler, daginstitutioner, indkøbsmuligheder og offentlig transport er indenfor rækkevidde. 
4 soveværelser + en stor stue. 
1 gæstetoilet 
1 badeværelse 
Stor udestue og en garage. 
Haven er samlet 703 kvm. 
I virkelig god stand. 

Pris - 4.8mio 

Skriv for mere info.",4800000,5,Villa,1971,162,Helsingør,D,705,56.02143723,12.59036057,3000,nov_dump1
34418,2024-08-16 19:51:21,Bolig 34418,publish,34418,"Nygårdsvej 21, 9260 Gistrup","Totalrenoveret villa i Gistrup med et vægtet areal på 203 kvm. Der er to badeværelser, gulvvarme i hele huset samt genvexanlæg. Alt er renoveret i 2018 i tidsløse materialer. Dobbelt carport og 34 kvm stor træterasse.

- 300 meter til indkøb
- 800 meter til skoven 
- 1 km til Gistrup skole ",4595000,5,Villa,1964,169,Gistrup,C,701,56.99678528,9.98991378,9260,nov_dump1
34419,2024-08-16 22:24:31,Bolig 34419,publish,34419,"Frejasvej 9, 8680 Ry","Totalt indflytningsklar bolig på vej til salg centralt i Ry beliggende i gudekvarteret.

161 m2
Bygget i 2001, renoveret i 2017
Tilbygning fra 2017
Gulvvarme i alle rum
Genvex
To nye badeværelser (det ene totalrenoveret i 2021, det andet bygget i 2017)
Fire værelser, tre af dem med stor hems
Køkken/alrum, stue og brygges samt stor entré
500 m2 sydvestvendt have
Dobbelthus for enden af lukket vej

Kontakt for mere info",3995000,4,Villa,2001,161,Ry,Ikke relevant,500,56.09136145,9.77336633,8680,nov_dump1
34438,2024-08-17 15:35:40,Bolig 34438,publish,34438,"Munksbakke 31, 8700 Horsens","Dejligt to plans klima venligt rækkehus som ligger alene (et af de få i området), med haven i den rigtige retning. 
Fantastisk område med skov og sø lige om hjørnet. ",2895000,5,Rækkehus,2019,136,Horsens,A,269,55.87477738,9.8071818,8700,nov_dump1
34477,2024-08-19 08:52:06,Bolig 34477,publish,34477,"Bjergsmøllevej 11, Hårup, 8740 Brædstrup","Denne skønne perle er til salg i østjylland indehyllet i fred, ro og idyl 
ALT er skiftet ud i huset fra kloak til tag
Luft/Vand + 2 godkendte brændeovne, Billigt at opvarme, energimærke B 
Fantastisk smuk natur med mark og skov omkring huset
Ca. 20 km til Motorvej, Vejle, Horsens, Silkeborg, Skanderborg

Adressen er Bjergsmøllevej 11 8740 Brædstrup 

Ring eller skriv på 20 87 49 60 for fremvisning eller mere info om den perle her 
Eller følg linket nedenunder for mere info

https://www.peterhoe.dk/boliger/5-villa/545-8119-bjergsmollevej-11
",1635000,3,Villa,1934,155,Brædstrup,B,891,55.92099332,9.60576125,8740,nov_dump1
34491,2024-08-19 10:48:18,Bolig 34491,publish,34491,"Hibiscusvej 96, 1. tv, 5200 Odense V","- Moderne Townhouse i Gartnerbyen i 2 plan (1. + 2. sal).
- Stor vestvendt tagterrasse med morgensol og eftermiddags/aftensol.
- Beliggende i den rolige ende af Gartnerbyen, hvor der ikke er så tætbebygget og med et stort grønt areal.
- Tilhørende 1x parkering og 1x udendørsdepotrum/skur. 
- God veldrevet ejerforening
- Opgang deles kun med en nabo
- Afstand til Gågaden/Kongensgade: 1,3 km, Odense Havn: 1,8 km (via Langesøstien/supercykelsti)
- Skoledistrikt: Åløkkeskolen

Sælges pga. familieforøgelse.",2595000,4,Ejerlejlighed,2019,122,Odense V,A,0,55.39747288,10.36283031,5200,nov_dump1
34495,2024-08-19 21:39:14,Bolig 34495,publish,34495,"Overbrovej 16, 8586 Ørum Djurs","Fin rødsten villa sælges som håndværker tilbud da renovering er startet , den har været indrettet med 2 lejligheder så 2 køkken/toilet , bad 
Der er 143 kvm med mulighed for ca 50 mere
Der er fjernvarme indlagt
Grunden er på1592 kvm med mulighed for tilkøb af 1 grund mere huset ligger i Norddjurs post nr 8586",475000,4,Villa,,143,Ørum Djurs,Ikke relevant,,56.44165263,10.67485824,8586,nov_dump1
34520,2024-08-21 09:23:13,Bolig 34520,publish,34520,"Ellebæk Parkvej 28, 8520 Lystrup","Enderækkehus med fantastisk beliggenhed!

Huset er opført i sandfarvede mursten, taget er af klassisk rødt tegl og vinduer og døre er af olieret teaktræ. Carporten, skur og andet træværk er malet antracitgrå. Huset består af 3 gode soveværelser med indbyggede skabe, et rummelig køkken-alrum og stue med veludtænkt layout. Derudover er der entré, bryggers med vaskemaskine og tørretumbler og et nydeligt badeværelse. Bryggerskabe, badeværelses-møblet og køkkenet, udskiftet i 2015, er af mærket Designa og fremsår i stilrene hvide skuffefronter og skabe. Alle hårde hvidevarer er af mærket Simens og medfølger huset. Fra entréen er der trappe op til det udnyttede loftsrum, hvor der er 2 store disponible rum med udsigt til haven. Haven er hyggelig, nem at holde og privat og består af et enkelt bed, en stor overdækket terrasse og et blommetræ. 

Huset ligger på en lukket vej med en god grundejerforening, kvarteret er både børne- og ældrevenligt.       ",3499000,4,Rækkehus,2003,101,Lystrup,B,400,56.23343631,10.21745147,8520,nov_dump1
34531,2024-08-21 10:08:36,Bolig 34531,publish,34531,"Jættehøjen 21, 8240 Risskov","Sælger Friis og Moltke rækkehus i Vejlby Risskov

- 139m2+kælder
- 4 værelser med mulighed for 5
- 2 badeværelser med brus
- Stort og lyst køkken-alrum
- Nyt køkken
- Ny terrasse mod syd/vest
- Ligger på stille og blind vej",5200000,4,Rækkehus,1978,139,Risskov,C,201,56.19930582,10.22012981,8240,nov_dump1
34535,2024-08-21 10:26:39,Bolig 34535,publish,34535,"Havnegade 22B, 2. 1, 7100 Vejle","Flot og lys lejlighed i Vejle centrum men udsigt over Vejle fjord. Lejligheden er på 2. sal med solrig sydvendt altan. Parkeringskælder med elevator adgang og parkeringsplads der tilhører lejligheden. Elbil oplader installeret. Nyere HTH køkken og indbygningsskab i soveværelset og værelse. Hertil et fint kælderrum. Velfungerende ejerforening. 
Lejligheden er kun få minutters gang fra Vejle station og 500m fra gågaden. ",,3,Ejerlejlighed,,96,Vejle,Ikke relevant,,55.70691842,9.54009756,7100,nov_dump1
34597,2024-08-21 17:53:48,Bolig 34597,publish,34597,"Orøvænget 28, True, 8381 Tilst",Totalrenoveret hus med større tilbygning i Tilst /Skjoldhøjparken. ,5498000,6,Villa,2023,185,Tilst,A,864,56.17568996,10.11672819,8381,nov_dump1
34609,2024-08-21 21:25:00,Bolig 34609,publish,34609,"Ribersgade 2, 2. 3, 8700 Horsens","Leje eller køb: Skøn 77 m2 lejlighed i centrum af Horsens
Ideel til en ældre person, som værdsætter en rolig opgang, hvor der både er elevator og de sødeste naboer 
På 2. sal bydes man velkommen af et hyggeligt fællesareal, der fungerer som fordeling til de fire lejligheder på etagen. I selve lejligheden er indretningen ligetil; en mindre entré giver adgang til badeværelse henholdsvis til stort åbent rum med køkken og stue. Bagest findes soveværelset. Lige over for indgangen til lejligheden findes desuden et viktualie-/depotrum. 
At der er dejligt højt til loftet, bemærkes hurtigt når man træder ind i lejligheden. Det giver en rar fornemmelse af plads og masser af lys.
Beliggenheden på 2. sal gør, at du bor helt uforstyrret. Sammen med nabolejligheden deler du en stor vestvendt altan.
Der er mulighed for at leje en p-plads i gården.
Hvis du gerne vil leje
Månedlig leje: kr. 7.200 + el(afregnes direkte) og varme(a conto 450 kr.) (der er indlagt fjernvarme).
Indflytningsklar fra 1. oktober 2024.
Hvis du gerne vil købe
Købspris: kr. 1,5 mio.
Overtagelse: Kan være muligt fra 1. oktober 2024
Kontakt
Ring til Dorrit på 4050 9887 eller mail på DJ@LRHR.dk",1500000,2,Ejerlejlighed,1985,77,Horsens,C,77,55.86033625,9.84660984,8700,nov_dump1
34613,2024-08-22 19:31:43,Bolig 34613,publish,34613,"Chr M Østergaards Vej 3C, 8700 Horsens","1 plan 3 vær 1 wc skriv til:  TB.Laursen@stofanet.dk  for mere info eller på   https://www.nybolig.dk/villa/8700/chrmoestergaardsvej/n100250/203285
Mvh Troels",795000,3,Villa,1960,102,Horsens,Ikke relevant,650,55.87024322,9.88508711,8700,nov_dump1
34631,2024-08-22 20:56:55,Bolig 34631,publish,34631,"Willemoesgade 8, st. 3, 6700 Esbjerg","PERFEKT BELIGGENHED
Skråt overfor Scandic hotellet i Willemoesgade 8. 
74 m2 andelsbolig til salg for kun
Kr. 738.000
Lejligheden består af stor stue og køkken, soveværelse, badeværelse og gang. 
Privat nummereret parkeringsplads ved siden af lejligheden.
Tilhørende til de 74 m2 er der en lækker privat solterrasse på 14 m2. Med udgang fra stue og soveværelse.
Lejligheden ligger fantastisk i et stille område midt i byen.",738000,2,Andelsbolig,,74,Esbjerg,B,,55.46756754,8.44014466,6700,nov_dump1
34640,2024-08-23 08:49:22,Bolig 34640,publish,34640,"Sortevej 21B, 8543 Hornslet","Dejlig moderne murmestervilla fra 2000. Nyt køkken og gulve i stueetage fra 2020.

Fremstår indflytningsklar og velholdt.

Fantastisk beliggenhed i Hornslet med bro fra haven over på stisystem til skole og indkøb.

",4495000,4,Villa,2000,156,Hornslet,B,156,56.30752886,10.31223899,8543,nov_dump1
34705,2024-08-24 16:54:01,Bolig 34705,publish,34705,"Bakkevænget 6, Grejs, 7100 Vejle","UNIK LANDEJENDOM I GREJS TIL SALG. 
Nu kommer vores bynære gård - en af områdets bedst beliggende ejendomme til salg.

77.000 m2 grund med fantastisk ugenert udsigt mod Grejsdalen, til egen skov (delvis urørt skov og fredskov), marker, vandløb og stor have. 
Bolig på 164+80 m2, stald med hestebokse samt lade/maskinhus mv. 
2 km til motorvejsnettet og 7 km til Vejles gågade (bybus). Skole 500 m, børnehave 300 m og 800 m til Netto-butik, der åbner til november. 
Boligen på 164 m2 er opført i 1997. Løbende renoveret med bl. a nyt køkken, alrum, baggang, entre, badeværelse. Nye tagrender i år. Nye vinduespartier mod vest mm. 
80 m2 anneks med 3 store værelser, kontorfaciliteter, bad/toilet samt tekøkken/arkiv. 
Ejendommen skal ses og opleves. Yderligere info kan rekvireres ved seriøs interesse.",7495000,8,Landejendom,1997,244,Vejle,C,77.000,55.7601765,9.54078144,7100,nov_dump1
34709,2024-08-24 20:52:04,Bolig 34709,publish,34709,"Munksbakke 69, 8700 Horsens","Enderækkehus på nørremark (bygholm bakker) fra 2018 på 115 kvm
- fjernvarme
- solceller
- nem have på begge sider af huset
- 2 badeværelser
- gulvvarme i entré og på begge badeværelser
- Veludnyttet plantegning med minimal spild af m2
- HTH køkken
- God størrelse værelser
- energimærke A2020, fra 2018, meget velholdt, kun haft én beboer.
- Tæt på vuggestue/børnehave/netto/rema,vaskehal, motorvej og skole

Ret henvendelse i pb ved interesse! ",2898000,3,Rækkehus,2018,115,Horsens,A,315,55.87455035,9.80896427,8700,nov_dump1
34731,2024-08-24 21:51:48,Bolig 34731,publish,34731,"Smedegårdsvej 10, 7430 Ikast","Flot og løbende vedligeholdt villa i Ikast.

Omgivet af natur og idyl og i børnevenligt kvarter finder I Smedegårdsvej 10. En ejendom som løbende er istandsat og moderniseret, så den i dag fremstår flot og ind­flyt­nings­klar såvel udvendig som indvendig. Fra villaen er der kort afstand via de skønne stisystemer til grønne områder, søer, skole, centrum m.m. Derudover kan man nemt på gåben eller cykel komme til golfbanen, Nordre Skole, Guldminen, Ikast Complete og meget mere. ",1349000,3,Villa,1918,118,Ikast,D,1241,56.15446813,9.1490473,7430,nov_dump1
34776,2024-08-25 19:20:55,Bolig 34776,publish,34776,"Rødkløvervej 18, 8700 Horsens","1 plans villa i bankager
Vi sætte vores hus til salg. Billeder vil komme i løbet af de næste 14 dage. 

Område: bankager
År: 1970
Kvm: 174 + disponibel rum 40 kvm i samme plan
Grund: 972kvm
Tag: Renset og malet
Muresten: Røde
Renoveret for 4 år siden
1 plans hus
2 store børneværelse
1 soveværelse
1 kontor
1 fællesrum
2 badeværelser
Køkken alrum stue i et
Ens laminat trægulve i hele huset
Troldtekt i hele huset
Spots i hele huset
Filt i hele huset",2845000,4,Villa,1970,174,Horsens,Ikke relevant,972,55.83066782,9.84744534,8700,nov_dump1
34809,2024-08-26 19:28:53,Bolig 34809,publish,34809,"Enebærvej 7, 8700 Horsens","Huset er til salgs ved Estate Horsens og kan ses herunder, hvor de resterende billeder og dokumenter kan findes:

https://www.estate.dk/villa/8700/enebaervej/n270191/n2701910000145?utm_campaign=boligsiden&amp;utm_source=boligsiden.dk&amp;utm_medium=referral

...
""Familievilla uden kompromisser
Her er en villa, som er nænsomt opdateret efter alle tidens standarder for moderne komfort og æstetik, og som, udover en god planløsning med plads til familielivet, også byder på hyggelige terrassemiljøer, en dejlig have og en af Horsens' allerbedste beliggenheder.
 
Adressen placerer sig lige ved Nørrestrand, der er et spektakulært natur- og vildtreservat kun 1,5 kilometer fra bymidten. Her er mange gode gåture og udendørsaktiviteter for store og små, og selve villakvarteret er ligeledes børnevenligt med gåafstand til skole, daginstitution, boldbande og indkøb. Dertil kan I naturligvis let cykle ind til centrums mange shoppingmuligheder og kulturtilbud, mens bussen går lige rundt om hjørnet.
 
Enebærvej 7 byder velkommen med en stor grund, der er optimalt anlagt med en ugeneret have og flere hyggelige terrassemiljøer, som lader jer følge solens bane rundt. Særligt terrasserne mod sydvest udmærker sig, for her får I et sammenhængende opholdsområde i flere niveauer, hvor I kan sidde helt ugeneret og i læ for vinden. Huset fremtræder helt uden hængepartier; bl.a. er alle vinduer og døre skiftet indenfor det seneste år, og der er etableret en solid carport med to skure på matriklen.
 
Indendøre er der heller ikke nogen store projekter i vente, tværtimod kan I flytte lige ind og tage huset i brug fra dag ét. Smukke sildebens laminat gulve breder sig ud igennem stueetagens leverum og tre værelser, og i køkken-alrummet er der isat et superlækkert køkken, hvor der bestemt ikke er sparet på hverken kvalitet eller hverdagsluksus med hårde hvidevarer af øverste skuffe og en hyggelig, indbygget alkove. Køkken-alrummet fortsætter direkte ind i hjemmets måske mest imponerende rum, nemlig stuen, hvor loftet er ført til kip, og ovenlysvinduer lader lyset strømme ind. Slutteligt får I to badeværelser med gulvvarme, og fra den store entré er der nedgang til en høj og brugbar kælder, der fremstår i boligkvalitet med vinduer ud mod haven og tre indretningsvenlige rum.
 
Velkommen til en indflytningsklar villa  - der skal opleves!""",3295000,5,Villa,1964,215,Horsens,B,993,55.872956,9.88027999,8700,nov_dump1
34818,2024-08-27 10:00:13,Bolig 34818,publish,34818,"Grankrogen 1A, Løgten, 8541 Skødstrup","Renoveret fuldmuret kvalitetshus med 5 værelser, 3 bad/toiletter, køkken/alrum, hall og bryggers. Opdelt på den måde af den ene ende af huset har en voksenafdeling med bad/toilet. Huset er vandskuret i hvid med to solrige og vindstille træterrasser, nem mindre have inkl. en overdækket terrasse. Der er klinke/trægulve i huset med gulvvarme, loft til kip og armaturer fra Vola mm. Køkken/alrummet ligger nedsænket i et par trins niveau ift. resten af huset, alt fremstår pænt og velholdt. Huset ligger i kort afstand (under 200 mtr.) til Skødstrup skole, indkøb, offentlig transport og fitness mm. i et meget børnevenligt og etableret kvarter. Skødstrup ligger ca. 15 minutters kørsel i bil fra Århus.  ",5799000,5,Villa,1988,178,Skødstrup,Ikke relevant,600,56.27522199,10.31249136,8541,nov_dump1
34880,2024-08-30 19:30:07,Bolig 34880,publish,34880,"Dronningensgade 92, st., 5000 Odense C","Jeg sælger min andelsbolig i Dronningensgade 92, st, 5000 Odense C. 

Info: 
- 69 kvm - 3 værelser
- Kælderrum
- Nyrenoveret gårdhave til fælles brug
- Fællesvask i kælderen til fri afbenyttelse
- Sund økonomi i foreningen 
- Mulighed for at have kæledyr
- Pris: 903.044 kr. 
- Månedlig ydelse: 2.814 kr. (inkl. vand og varme)

Det foretrækkes, hvis der foreligger bankgodkendelse, da lejligheden skal sælges snarest muligt! ",903044,3,Andelsbolig,,69,Odense C,D,69,55.39515035,10.37158814,5000,nov_dump1
